battleID,userID,battle,n_sims
1,1,Light Side 7-C (Hard),5
2,1,Light Side 8-D (Hard),5
3,1,Cantina 8-E,3
4,1,Fleet 5-A (Hard),5
5,1,Light Side 8-B (Hard),5
6,1,Light Side 3-A (Hard),5
7,1,Dark Side 7-C (Hard),5
8,1,Fleet 5-B (Hard),5
9,1,Cantina 3-C,7
10,1,Fleet 5-D (Hard),5
11,1,Fleet 1-E (Normal),5
12,1,Dark Side 3-A (Normal),20
13,1,Dark Side 9-F (Normal),2
14,1,Cantina 3-C,4
15,1,Dark Side 9-F (Normal),4
16,1,Dark Side 9-F (Normal),8
17,1,Fleet 5-C (Hard),2
